time,rainfall
2003-04-01 00:00:00+00:00,0.051658913
2003-04-02 00:00:00+00:00,4.0662036
2003-04-03 00:00:00+00:00,0.60705125
2003-04-04 00:00:00+00:00,0.0
2003-04-05 00:00:00+00:00,0.50114864
2003-04-06 00:00:00+00:00,1.1576443
2003-04-07 00:00:00+00:00,0.1903244
2003-04-08 00:00:00+00:00,0.22642072
2003-04-09 00:00:00+00:00,0.07185191
2003-04-10 00:00:00+00:00,5.5546913
2003-04-11 00:00:00+00:00,7.289171
2003-04-12 00:00:00+00:00,14.984808
2003-04-13 00:00:00+00:00,12.709051
2003-04-14 00:00:00+00:00,5.225834
2003-04-15 00:00:00+00:00,3.941817
2003-04-16 00:00:00+00:00,10.117651
2003-04-17 00:00:00+00:00,9.901839
2003-04-18 00:00:00+00:00,20.671814
2003-04-19 00:00:00+00:00,6.6046753
2003-04-20 00:00:00+00:00,2.4921477
2003-04-21 00:00:00+00:00,9.848431
2003-04-22 00:00:00+00:00,12.195643
2003-04-23 00:00:00+00:00,5.4138055
2003-04-24 00:00:00+00:00,0.2852186
2003-04-25 00:00:00+00:00,5.249135
2003-04-26 00:00:00+00:00,7.6267924
2003-04-27 00:00:00+00:00,15.619922
2003-04-28 00:00:00+00:00,6.834288
2003-04-29 00:00:00+00:00,1.2678257
2003-04-30 00:00:00+00:00,6.417128
