time,rainfall
2014-11-01 00:00:00+00:00,6.9958463
2014-11-02 00:00:00+00:00,13.341441
2014-11-03 00:00:00+00:00,5.8918705
2014-11-04 00:00:00+00:00,4.3004203
2014-11-05 00:00:00+00:00,0.7365327
2014-11-06 00:00:00+00:00,0.28653732
2014-11-07 00:00:00+00:00,3.842788
2014-11-08 00:00:00+00:00,1.4290291
2014-11-09 00:00:00+00:00,3.2503176
2014-11-10 00:00:00+00:00,0.020998536
2014-11-11 00:00:00+00:00,0.2557831
2014-11-12 00:00:00+00:00,0.9357868
2014-11-13 00:00:00+00:00,0.0
2014-11-14 00:00:00+00:00,4.7896233
2014-11-15 00:00:00+00:00,3.204383
2014-11-16 00:00:00+00:00,7.5900574
2014-11-17 00:00:00+00:00,10.470234
2014-11-18 00:00:00+00:00,0.46322563
2014-11-19 00:00:00+00:00,3.5070655
2014-11-20 00:00:00+00:00,20.341124
2014-11-21 00:00:00+00:00,6.654315
2014-11-22 00:00:00+00:00,5.0212884
2014-11-23 00:00:00+00:00,9.898147
2014-11-24 00:00:00+00:00,1.1508721
2014-11-25 00:00:00+00:00,9.264467
2014-11-26 00:00:00+00:00,0.0
2014-11-27 00:00:00+00:00,0.0
2014-11-28 00:00:00+00:00,1.8803519
2014-11-29 00:00:00+00:00,3.0098536
2014-11-30 00:00:00+00:00,2.0444024
