time,rainfall
2016-11-01 00:00:00+00:00,0.0
2016-11-02 00:00:00+00:00,0.09935076
2016-11-03 00:00:00+00:00,11.193089
2016-11-04 00:00:00+00:00,7.2528067
2016-11-05 00:00:00+00:00,4.4773884
2016-11-06 00:00:00+00:00,10.110346
2016-11-07 00:00:00+00:00,0.14709271
2016-11-08 00:00:00+00:00,7.7169747
2016-11-09 00:00:00+00:00,0.23697682
2016-11-10 00:00:00+00:00,0.20344193
2016-11-11 00:00:00+00:00,0.16271947
2016-11-12 00:00:00+00:00,4.4262996
2016-11-13 00:00:00+00:00,0.024421725
2016-11-14 00:00:00+00:00,0.0
2016-11-15 00:00:00+00:00,0.0
2016-11-16 00:00:00+00:00,2.9860237
2016-11-17 00:00:00+00:00,8.283966
2016-11-18 00:00:00+00:00,1.4862586
2016-11-19 00:00:00+00:00,6.6790915
2016-11-20 00:00:00+00:00,0.534162
2016-11-21 00:00:00+00:00,3.1111538
2016-11-22 00:00:00+00:00,15.347038
2016-11-23 00:00:00+00:00,11.079149
2016-11-24 00:00:00+00:00,1.6834913
2016-11-25 00:00:00+00:00,5.7801905
2016-11-26 00:00:00+00:00,0.066870496
2016-11-27 00:00:00+00:00,3.212136
2016-11-28 00:00:00+00:00,1.3390191
2016-11-29 00:00:00+00:00,0.15594368
2016-11-30 00:00:00+00:00,0.011277326
