time,rainfall
1999-03-01 00:00:00+00:00,3.1685474
1999-03-02 00:00:00+00:00,1.1597366
1999-03-03 00:00:00+00:00,1.7187576
1999-03-04 00:00:00+00:00,2.5372584
1999-03-05 00:00:00+00:00,0.9304494
1999-03-06 00:00:00+00:00,4.818916
1999-03-07 00:00:00+00:00,0.7476884
1999-03-08 00:00:00+00:00,6.1201997
1999-03-09 00:00:00+00:00,3.2122874
1999-03-10 00:00:00+00:00,4.730533
1999-03-11 00:00:00+00:00,5.312427
1999-03-12 00:00:00+00:00,0.84426403
1999-03-13 00:00:00+00:00,1.6926208
1999-03-14 00:00:00+00:00,4.215736
1999-03-15 00:00:00+00:00,5.1616592
1999-03-16 00:00:00+00:00,0.9598602
1999-03-17 00:00:00+00:00,3.3299632
1999-03-18 00:00:00+00:00,3.439505
1999-03-19 00:00:00+00:00,0.0
1999-03-20 00:00:00+00:00,0.8330418
1999-03-21 00:00:00+00:00,2.0593493
1999-03-22 00:00:00+00:00,0.9007573
1999-03-23 00:00:00+00:00,0.0929331
1999-03-24 00:00:00+00:00,0.028232351
1999-03-25 00:00:00+00:00,0.0
1999-03-26 00:00:00+00:00,2.6232562
1999-03-27 00:00:00+00:00,2.9602196
1999-03-28 00:00:00+00:00,0.87894136
1999-03-29 00:00:00+00:00,7.3570647
1999-03-30 00:00:00+00:00,8.754923
1999-03-31 00:00:00+00:00,7.279841
