time,rainfall
2019-01-01 00:00:00+00:00,0.0
2019-01-02 00:00:00+00:00,0.0
2019-01-03 00:00:00+00:00,0.0
2019-01-04 00:00:00+00:00,0.25110582
2019-01-05 00:00:00+00:00,0.0
2019-01-06 00:00:00+00:00,0.0127297565
2019-01-07 00:00:00+00:00,0.0
2019-01-08 00:00:00+00:00,0.0
2019-01-09 00:00:00+00:00,0.0
2019-01-10 00:00:00+00:00,0.0
2019-01-11 00:00:00+00:00,0.0
2019-01-12 00:00:00+00:00,0.0
2019-01-13 00:00:00+00:00,0.0
2019-01-14 00:00:00+00:00,0.0
2019-01-15 00:00:00+00:00,0.2346437
2019-01-16 00:00:00+00:00,3.6335156
2019-01-17 00:00:00+00:00,0.09501556
2019-01-18 00:00:00+00:00,0.42640576
2019-01-19 00:00:00+00:00,0.0
2019-01-20 00:00:00+00:00,0.0
2019-01-21 00:00:00+00:00,0.0
2019-01-22 00:00:00+00:00,0.0
2019-01-23 00:00:00+00:00,0.0
2019-01-24 00:00:00+00:00,0.0
2019-01-25 00:00:00+00:00,0.7976249
2019-01-26 00:00:00+00:00,1.1662527
2019-01-27 00:00:00+00:00,0.025586458
2019-01-28 00:00:00+00:00,0.0
2019-01-29 00:00:00+00:00,3.0328043
2019-01-30 00:00:00+00:00,1.0883083
2019-01-31 00:00:00+00:00,0.0
