time,rainfall
2000-07-01 00:00:00+00:00,1.2365057
2000-07-02 00:00:00+00:00,3.275084
2000-07-03 00:00:00+00:00,5.6087832
2000-07-04 00:00:00+00:00,0.0
2000-07-05 00:00:00+00:00,0.18371528
2000-07-06 00:00:00+00:00,1.3673695
2000-07-07 00:00:00+00:00,0.49103263
2000-07-08 00:00:00+00:00,3.3814318
2000-07-09 00:00:00+00:00,5.5334644
2000-07-10 00:00:00+00:00,4.500472
2000-07-11 00:00:00+00:00,0.0
2000-07-12 00:00:00+00:00,3.0130816
2000-07-13 00:00:00+00:00,0.53637123
2000-07-14 00:00:00+00:00,5.8273664
2000-07-15 00:00:00+00:00,3.4313328
2000-07-16 00:00:00+00:00,1.7703015
2000-07-17 00:00:00+00:00,4.137947
2000-07-18 00:00:00+00:00,7.6296544
2000-07-19 00:00:00+00:00,0.31682214
2000-07-20 00:00:00+00:00,8.396243
2000-07-21 00:00:00+00:00,9.5192175
2000-07-22 00:00:00+00:00,9.228376
2000-07-23 00:00:00+00:00,4.387395
2000-07-24 00:00:00+00:00,4.876314
2000-07-25 00:00:00+00:00,0.0
2000-07-26 00:00:00+00:00,2.2238772
2000-07-27 00:00:00+00:00,6.4291153
2000-07-28 00:00:00+00:00,0.05372073
2000-07-29 00:00:00+00:00,3.0635166
2000-07-30 00:00:00+00:00,1.1090306
2000-07-31 00:00:00+00:00,7.469035
