time,rainfall
1988-09-01 00:00:00+00:00,0.25440055
1988-09-02 00:00:00+00:00,11.586373
1988-09-03 00:00:00+00:00,10.88976
1988-09-04 00:00:00+00:00,4.558504
1988-09-05 00:00:00+00:00,10.020621
1988-09-06 00:00:00+00:00,2.4394648
1988-09-07 00:00:00+00:00,2.774969
1988-09-08 00:00:00+00:00,3.05585
1988-09-09 00:00:00+00:00,6.108546
1988-09-10 00:00:00+00:00,0.18393917
1988-09-11 00:00:00+00:00,3.8393042
1988-09-12 00:00:00+00:00,5.751785
1988-09-13 00:00:00+00:00,25.12106
1988-09-14 00:00:00+00:00,11.101618
1988-09-15 00:00:00+00:00,0.043173507
1988-09-16 00:00:00+00:00,6.886895
1988-09-17 00:00:00+00:00,3.6813145
1988-09-18 00:00:00+00:00,8.777573
1988-09-19 00:00:00+00:00,25.746777
1988-09-20 00:00:00+00:00,7.0545516
1988-09-21 00:00:00+00:00,7.5479884
1988-09-22 00:00:00+00:00,6.0860567
1988-09-23 00:00:00+00:00,4.6352215
1988-09-24 00:00:00+00:00,3.2708757
1988-09-25 00:00:00+00:00,11.914705
1988-09-26 00:00:00+00:00,10.077632
1988-09-27 00:00:00+00:00,7.5598164
1988-09-28 00:00:00+00:00,6.354783
1988-09-29 00:00:00+00:00,6.7559023
1988-09-30 00:00:00+00:00,1.5204635
