time,rainfall
2019-06-01 00:00:00+00:00,13.038981
2019-06-02 00:00:00+00:00,0.8741361
2019-06-03 00:00:00+00:00,14.348384
2019-06-04 00:00:00+00:00,14.617989
2019-06-05 00:00:00+00:00,6.74105
2019-06-06 00:00:00+00:00,15.826001
2019-06-07 00:00:00+00:00,2.8491354
2019-06-08 00:00:00+00:00,5.4418497
2019-06-09 00:00:00+00:00,7.028155
2019-06-10 00:00:00+00:00,1.3241906
2019-06-11 00:00:00+00:00,2.668779
2019-06-12 00:00:00+00:00,6.9806046
2019-06-13 00:00:00+00:00,2.8863187
2019-06-14 00:00:00+00:00,9.085461
2019-06-15 00:00:00+00:00,12.674259
2019-06-16 00:00:00+00:00,7.127111
2019-06-17 00:00:00+00:00,3.2196536
2019-06-18 00:00:00+00:00,1.2307227
2019-06-19 00:00:00+00:00,3.1615524
2019-06-20 00:00:00+00:00,2.004581
2019-06-21 00:00:00+00:00,5.118536
2019-06-22 00:00:00+00:00,5.379376
2019-06-23 00:00:00+00:00,1.5337862
2019-06-24 00:00:00+00:00,6.589506
2019-06-25 00:00:00+00:00,4.884642
2019-06-26 00:00:00+00:00,6.2983766
2019-06-27 00:00:00+00:00,0.17780414
2019-06-28 00:00:00+00:00,12.412345
2019-06-29 00:00:00+00:00,3.7014503
2019-06-30 00:00:00+00:00,2.5634563
