time,rainfall
2011-10-01 00:00:00+00:00,3.581731
2011-10-02 00:00:00+00:00,2.542317
2011-10-03 00:00:00+00:00,7.245362
2011-10-04 00:00:00+00:00,3.0404782
2011-10-05 00:00:00+00:00,0.15068372
2011-10-06 00:00:00+00:00,6.624636
2011-10-07 00:00:00+00:00,27.08206
2011-10-08 00:00:00+00:00,6.3541126
2011-10-09 00:00:00+00:00,3.6889713
2011-10-10 00:00:00+00:00,1.8323835
2011-10-11 00:00:00+00:00,3.7637959
2011-10-12 00:00:00+00:00,0.77538586
2011-10-13 00:00:00+00:00,16.074497
2011-10-14 00:00:00+00:00,13.379549
2011-10-15 00:00:00+00:00,6.601564
2011-10-16 00:00:00+00:00,4.7057314
2011-10-17 00:00:00+00:00,8.401629
2011-10-18 00:00:00+00:00,19.273521
2011-10-19 00:00:00+00:00,7.7815056
2011-10-20 00:00:00+00:00,8.312622
2011-10-21 00:00:00+00:00,7.9563427
2011-10-22 00:00:00+00:00,8.327887
2011-10-23 00:00:00+00:00,13.761097
2011-10-24 00:00:00+00:00,18.289103
2011-10-25 00:00:00+00:00,4.4596405
2011-10-26 00:00:00+00:00,10.180149
2011-10-27 00:00:00+00:00,11.379175
2011-10-28 00:00:00+00:00,1.8524141
2011-10-29 00:00:00+00:00,2.4940856
2011-10-30 00:00:00+00:00,3.307231
2011-10-31 00:00:00+00:00,13.651014
